,activity_id,assay_chembl_id,assay_description,assay_type,molecule_chembl_id,pKi,relation,units,Ki,target_chembl_id,target_organism,type
446,1268534,CHEMBL649786,Inhibition of [3H]CGS-21680 binding to human Adenosine A2a receptor expressed in HEK293 cells at 10000 nM,B,CHEMBL123705,7.51,=,nM,31.0,CHEMBL251,Homo sapiens,Ki
447,1268557,CHEMBL647487,Displacement of specific [3H]-SCH- 58261 binding at human Adenosine A2A receptor expressed in HEK293 cells.,B,CHEMBL278812,8.96,=,nM,1.1,CHEMBL251,Homo sapiens,Ki
448,1269737,CHEMBL641570,Binding Affinity towards Adenosine A2A receptor expressed in HEK293 cells versus [3H]CGS-21680,B,CHEMBL49925,7.89,=,nM,13.0,CHEMBL251,Homo sapiens,Ki
449,1269933,CHEMBL647482,Displacement of [3H]-SCH- 58261 binding at human Adenosine A2A receptor expressed in HEK293 cells; ranges from 98-144,B,CHEMBL281626,6.92,=,nM,120.0,CHEMBL251,Homo sapiens,Ki
450,1269944,CHEMBL647487,Displacement of specific [3H]-SCH- 58261 binding at human Adenosine A2A receptor expressed in HEK293 cells.,B,CHEMBL2112948,9.74,=,nM,0.18,CHEMBL251,Homo sapiens,Ki
451,1269951,CHEMBL647487,Displacement of specific [3H]-SCH- 58261 binding at human Adenosine A2A receptor expressed in HEK293 cells.,B,CHEMBL22320,9.89,=,nM,0.13,CHEMBL251,Homo sapiens,Ki
452,1272491,CHEMBL647487,Displacement of specific [3H]-SCH- 58261 binding at human Adenosine A2A receptor expressed in HEK293 cells.,B,CHEMBL22200,9.37,=,nM,0.43,CHEMBL251,Homo sapiens,Ki
453,1272498,CHEMBL647491,Displacement of [3H]-SCH- 58261 binding at human Adenosine A2A receptor expressed in HEK293 cells; ranges from 129-152,B,CHEMBL278605,6.85,=,nM,140.0,CHEMBL251,Homo sapiens,Ki
454,1273528,CHEMBL641570,Binding Affinity towards Adenosine A2A receptor expressed in HEK293 cells versus [3H]CGS-21680,B,CHEMBL296389,7.72,=,nM,19.0,CHEMBL251,Homo sapiens,Ki
455,1273708,CHEMBL647487,Displacement of specific [3H]-SCH- 58261 binding at human Adenosine A2A receptor expressed in HEK293 cells.,B,CHEMBL22968,7.0,=,nM,100.0,CHEMBL251,Homo sapiens,Ki
456,1275099,CHEMBL649787,Inhibition of [3H]CGS-21680 binding to human Adenosine A2a receptor expressed in HEK293 cells; Range 438-749,B,CHEMBL122819,6.24,=,nM,572.0,CHEMBL251,Homo sapiens,Ki
457,1276204,CHEMBL641570,Binding Affinity towards Adenosine A2A receptor expressed in HEK293 cells versus [3H]CGS-21680,B,CHEMBL50051,7.96,=,nM,11.0,CHEMBL251,Homo sapiens,Ki
458,1277721,CHEMBL641571,Binding Affinity for adenosine A2A receptor expressed in HEK293 cells compared to [3H]CGS-21680,B,CHEMBL440115,5.89,=,nM,1300.0,CHEMBL251,Homo sapiens,Ki
459,1277895,CHEMBL647487,Displacement of specific [3H]-SCH- 58261 binding at human Adenosine A2A receptor expressed in HEK293 cells.,B,CHEMBL278805,9.23,=,nM,0.59,CHEMBL251,Homo sapiens,Ki
460,1279013,CHEMBL647487,Displacement of specific [3H]-SCH- 58261 binding at human Adenosine A2A receptor expressed in HEK293 cells.,B,CHEMBL23745,8.88,=,nM,1.31,CHEMBL251,Homo sapiens,Ki
461,1280336,CHEMBL647483,Displacement of [3H]-SCH- 58261 binding at human Adenosine A2A receptor expressed in HEK293 cells; ranges from 0.69-0.92,B,CHEMBL22717,9.1,=,nM,0.8,CHEMBL251,Homo sapiens,Ki
462,1281483,CHEMBL647490,Displacement of [3H]-SCH- 58261 binding at human Adenosine A2A receptor expressed in HEK293 cells; ranges from 48.9-52.4,B,CHEMBL22881,7.3,=,nM,50.0,CHEMBL251,Homo sapiens,Ki
463,1281503,CHEMBL647487,Displacement of specific [3H]-SCH- 58261 binding at human Adenosine A2A receptor expressed in HEK293 cells.,B,CHEMBL22241,9.0,=,nM,1.0,CHEMBL251,Homo sapiens,Ki
464,1281510,CHEMBL647487,Displacement of specific [3H]-SCH- 58261 binding at human Adenosine A2A receptor expressed in HEK293 cells.,B,CHEMBL281601,8.36,=,nM,4.4,CHEMBL251,Homo sapiens,Ki
465,1282690,CHEMBL647487,Displacement of specific [3H]-SCH- 58261 binding at human Adenosine A2A receptor expressed in HEK293 cells.,B,CHEMBL442338,8.4,=,nM,4.0,CHEMBL251,Homo sapiens,Ki
466,1286403,CHEMBL647489,Displacement of [3H]-SCH- 58261 binding at human Adenosine A2A receptor expressed in HEK293 cells; ranges from 3.4-4.2,B,CHEMBL418564,8.42,=,nM,3.8,CHEMBL251,Homo sapiens,Ki
467,1287680,CHEMBL647486,Displacement of [3H]-SCH- 58261 binding at human Adenosine A2A receptor expressed in HEK293 cells; ranges from 98-144,B,CHEMBL278996,6.92,=,nM,120.0,CHEMBL251,Homo sapiens,Ki
468,1287697,CHEMBL649788,Inhibition of [3H]CGS-21680 binding to human Adenosine A2a receptor expressed in HEK293 cells; Range 811-982,B,CHEMBL331111,6.05,=,nM,892.0,CHEMBL251,Homo sapiens,Ki
469,1290461,CHEMBL647487,Displacement of specific [3H]-SCH- 58261 binding at human Adenosine A2A receptor expressed in HEK293 cells.,B,CHEMBL17121,8.92,=,nM,1.2,CHEMBL251,Homo sapiens,Ki
470,1291619,CHEMBL641570,Binding Affinity towards Adenosine A2A receptor expressed in HEK293 cells versus [3H]CGS-21680,B,CHEMBL301512,7.82,=,nM,15.0,CHEMBL251,Homo sapiens,Ki
471,1291806,CHEMBL647487,Displacement of specific [3H]-SCH- 58261 binding at human Adenosine A2A receptor expressed in HEK293 cells.,B,CHEMBL22316,7.26,=,nM,55.0,CHEMBL251,Homo sapiens,Ki
472,1292876,CHEMBL641570,Binding Affinity towards Adenosine A2A receptor expressed in HEK293 cells versus [3H]CGS-21680,B,CHEMBL51192,7.89,=,nM,13.0,CHEMBL251,Homo sapiens,Ki
473,1293024,CHEMBL647488,Displacement of [3H]-SCH- 58261 binding at human Adenosine A2A receptor expressed in HEK293 cells; ranges from 0.16-0.21,B,CHEMBL282888,9.72,=,nM,0.19,CHEMBL251,Homo sapiens,Ki
474,1294483,CHEMBL647487,Displacement of specific [3H]-SCH- 58261 binding at human Adenosine A2A receptor expressed in HEK293 cells.,B,CHEMBL279254,8.33,=,nM,4.63,CHEMBL251,Homo sapiens,Ki
475,1295659,CHEMBL641570,Binding Affinity towards Adenosine A2A receptor expressed in HEK293 cells versus [3H]CGS-21680,B,CHEMBL48153,7.8,=,nM,16.0,CHEMBL251,Homo sapiens,Ki
476,1295943,CHEMBL649786,Inhibition of [3H]CGS-21680 binding to human Adenosine A2a receptor expressed in HEK293 cells at 10000 nM,B,CHEMBL333860,7.31,=,nM,49.0,CHEMBL251,Homo sapiens,Ki
477,1298598,CHEMBL641570,Binding Affinity towards Adenosine A2A receptor expressed in HEK293 cells versus [3H]CGS-21680,B,CHEMBL300624,8.04,=,nM,9.1,CHEMBL251,Homo sapiens,Ki
478,1298827,CHEMBL647487,Displacement of specific [3H]-SCH- 58261 binding at human Adenosine A2A receptor expressed in HEK293 cells.,B,CHEMBL22500,8.32,=,nM,4.8,CHEMBL251,Homo sapiens,Ki
479,1298834,CHEMBL647487,Displacement of specific [3H]-SCH- 58261 binding at human Adenosine A2A receptor expressed in HEK293 cells.,B,CHEMBL22822,8.22,=,nM,6.0,CHEMBL251,Homo sapiens,Ki
480,1298841,CHEMBL647485,Displacement of [3H]-SCH- 58261 binding at human Adenosine A2A receptor expressed in HEK293 cells; ranges from 66-85,B,CHEMBL22974,7.12,=,nM,75.0,CHEMBL251,Homo sapiens,Ki
481,1300057,CHEMBL647487,Displacement of specific [3H]-SCH- 58261 binding at human Adenosine A2A receptor expressed in HEK293 cells.,B,CHEMBL22202,9.92,=,nM,0.12,CHEMBL251,Homo sapiens,Ki
482,1301230,CHEMBL641570,Binding Affinity towards Adenosine A2A receptor expressed in HEK293 cells versus [3H]CGS-21680,B,CHEMBL297685,8.01,=,nM,9.8,CHEMBL251,Homo sapiens,Ki
483,1302677,CHEMBL647487,Displacement of specific [3H]-SCH- 58261 binding at human Adenosine A2A receptor expressed in HEK293 cells.,B,CHEMBL22191,7.07,=,nM,86.0,CHEMBL251,Homo sapiens,Ki
484,1304214,CHEMBL647484,Displacement of [3H]-SCH- 58261 binding at human Adenosine A2A receptor expressed in HEK293 cells; ranges from 49-72,B,CHEMBL22355,7.23,=,nM,59.0,CHEMBL251,Homo sapiens,Ki
485,1304228,CHEMBL649786,Inhibition of [3H]CGS-21680 binding to human Adenosine A2a receptor expressed in HEK293 cells at 10000 nM,B,CHEMBL123462,7.31,=,nM,49.0,CHEMBL251,Homo sapiens,Ki
486,1308467,CHEMBL647492,Displacement of [3H]-SCH- 58261 from human Adenosine A2A receptor expressed in HEK293 cells; ranges from 4.95-6.08,B,CHEMBL279062,8.26,=,nM,5.48,CHEMBL251,Homo sapiens,Ki
487,1400016,CHEMBL829833,Inhibition of [3H]-CGS- 21680 binding to human Adenosine A2A receptor expressed in CHO cells,B,CHEMBL175543,5.64,=,nM,2300.0,CHEMBL251,Homo sapiens,Ki
488,1400022,CHEMBL829833,Inhibition of [3H]-CGS- 21680 binding to human Adenosine A2A receptor expressed in CHO cells,B,CHEMBL2112155,5.29,=,nM,5100.0,CHEMBL251,Homo sapiens,Ki
489,1400028,CHEMBL829833,Inhibition of [3H]-CGS- 21680 binding to human Adenosine A2A receptor expressed in CHO cells,B,CHEMBL2112156,5.89,=,nM,1300.0,CHEMBL251,Homo sapiens,Ki
490,1400034,CHEMBL829833,Inhibition of [3H]-CGS- 21680 binding to human Adenosine A2A receptor expressed in CHO cells,B,CHEMBL2368363,6.32,=,nM,480.0,CHEMBL251,Homo sapiens,Ki
491,1400040,CHEMBL829833,Inhibition of [3H]-CGS- 21680 binding to human Adenosine A2A receptor expressed in CHO cells,B,CHEMBL353319,5.92,=,nM,1200.0,CHEMBL251,Homo sapiens,Ki
492,1400046,CHEMBL829833,Inhibition of [3H]-CGS- 21680 binding to human Adenosine A2A receptor expressed in CHO cells,B,CHEMBL2368368,6.1,=,nM,800.0,CHEMBL251,Homo sapiens,Ki
493,1400052,CHEMBL829833,Inhibition of [3H]-CGS- 21680 binding to human Adenosine A2A receptor expressed in CHO cells,B,CHEMBL2368369,6.07,=,nM,850.0,CHEMBL251,Homo sapiens,Ki
494,1400058,CHEMBL829833,Inhibition of [3H]-CGS- 21680 binding to human Adenosine A2A receptor expressed in CHO cells,B,CHEMBL2368364,6.37,=,nM,430.0,CHEMBL251,Homo sapiens,Ki
495,1400070,CHEMBL829833,Inhibition of [3H]-CGS- 21680 binding to human Adenosine A2A receptor expressed in CHO cells,B,CHEMBL2368365,5.96,=,nM,1100.0,CHEMBL251,Homo sapiens,Ki
496,1400082,CHEMBL829833,Inhibition of [3H]-CGS- 21680 binding to human Adenosine A2A receptor expressed in CHO cells,B,CHEMBL2112163,5.32,=,nM,4800.0,CHEMBL251,Homo sapiens,Ki
497,1400088,CHEMBL829833,Inhibition of [3H]-CGS- 21680 binding to human Adenosine A2A receptor expressed in CHO cells,B,CHEMBL2368366,5.8,=,nM,1600.0,CHEMBL251,Homo sapiens,Ki
498,1400137,CHEMBL829833,Inhibition of [3H]-CGS- 21680 binding to human Adenosine A2A receptor expressed in CHO cells,B,CHEMBL2112158,5.42,=,nM,3800.0,CHEMBL251,Homo sapiens,Ki
499,1400145,CHEMBL829833,Inhibition of [3H]-CGS- 21680 binding to human Adenosine A2A receptor expressed in CHO cells,B,CHEMBL2112160,5.43,=,nM,3700.0,CHEMBL251,Homo sapiens,Ki
500,1426876,CHEMBL830404,Binding affinity for adenosine A2a receptor by using as [3H]ZM-241385 (2 nM) radioligand in membranes from HEK-A2A cells,B,CHEMBL178662,5.31,=,nM,4910.0,CHEMBL251,Homo sapiens,Ki
501,1429854,CHEMBL830404,Binding affinity for adenosine A2a receptor by using as [3H]ZM-241385 (2 nM) radioligand in membranes from HEK-A2A cells,B,CHEMBL368442,6.39,=,nM,407.0,CHEMBL251,Homo sapiens,Ki
502,1429983,CHEMBL830404,Binding affinity for adenosine A2a receptor by using as [3H]ZM-241385 (2 nM) radioligand in membranes from HEK-A2A cells,B,CHEMBL183183,5.5,=,nM,3140.0,CHEMBL251,Homo sapiens,Ki
503,1430423,CHEMBL830404,Binding affinity for adenosine A2a receptor by using as [3H]ZM-241385 (2 nM) radioligand in membranes from HEK-A2A cells,B,CHEMBL180236,6.0,=,nM,1010.0,CHEMBL251,Homo sapiens,Ki
504,1430539,CHEMBL830404,Binding affinity for adenosine A2a receptor by using as [3H]ZM-241385 (2 nM) radioligand in membranes from HEK-A2A cells,B,CHEMBL361826,5.53,=,nM,2940.0,CHEMBL251,Homo sapiens,Ki
505,1461661,CHEMBL839609,Inhibition of [3H]ZM-241385 binding to human adenosine A2A receptor expressed in HeLa cells,B,CHEMBL186113,7.34,=,nM,46.0,CHEMBL251,Homo sapiens,Ki
506,1461675,CHEMBL839609,Inhibition of [3H]ZM-241385 binding to human adenosine A2A receptor expressed in HeLa cells,B,CHEMBL360646,6.57,=,nM,270.0,CHEMBL251,Homo sapiens,Ki
507,1461799,CHEMBL839609,Inhibition of [3H]ZM-241385 binding to human adenosine A2A receptor expressed in HeLa cells,B,CHEMBL361925,8.3,=,nM,5.0,CHEMBL251,Homo sapiens,Ki
508,1461925,CHEMBL839609,Inhibition of [3H]ZM-241385 binding to human adenosine A2A receptor expressed in HeLa cells,B,CHEMBL368880,7.42,=,nM,38.0,CHEMBL251,Homo sapiens,Ki
509,1461937,CHEMBL839609,Inhibition of [3H]ZM-241385 binding to human adenosine A2A receptor expressed in HeLa cells,B,CHEMBL360837,8.3,=,nM,5.0,CHEMBL251,Homo sapiens,Ki
510,1462057,CHEMBL839609,Inhibition of [3H]ZM-241385 binding to human adenosine A2A receptor expressed in HeLa cells,B,CHEMBL186403,7.32,=,nM,48.0,CHEMBL251,Homo sapiens,Ki
511,1462184,CHEMBL839609,Inhibition of [3H]ZM-241385 binding to human adenosine A2A receptor expressed in HeLa cells,B,CHEMBL2096798,9.0,=,nM,1.0,CHEMBL251,Homo sapiens,Ki
512,1463990,CHEMBL828227,Selectivity for recombinant human adenosine A2a receptor,B,CHEMBL189192,7.0,=,nM,100.0,CHEMBL251,Homo sapiens,Ki
513,1466209,CHEMBL876372,Displacement of [3H]CGS-21680 from recombinant human adenosine A2a receptor expressed in HEK cells,B,CHEMBL184557,5.4,=,nM,4000.0,CHEMBL251,Homo sapiens,Ki
514,1466331,CHEMBL876372,Displacement of [3H]CGS-21680 from recombinant human adenosine A2a receptor expressed in HEK cells,B,CHEMBL400414,5.4,=,nM,4000.0,CHEMBL251,Homo sapiens,Ki
515,1466336,CHEMBL876372,Displacement of [3H]CGS-21680 from recombinant human adenosine A2a receptor expressed in HEK cells,B,CHEMBL188482,5.48,=,nM,3300.0,CHEMBL251,Homo sapiens,Ki
516,1466341,CHEMBL876372,Displacement of [3H]CGS-21680 from recombinant human adenosine A2a receptor expressed in HEK cells,B,CHEMBL361075,5.4,=,nM,4000.0,CHEMBL251,Homo sapiens,Ki
517,1466474,CHEMBL876372,Displacement of [3H]CGS-21680 from recombinant human adenosine A2a receptor expressed in HEK cells,B,CHEMBL231891,5.75,=,nM,1800.0,CHEMBL251,Homo sapiens,Ki
518,1466489,CHEMBL876372,Displacement of [3H]CGS-21680 from recombinant human adenosine A2a receptor expressed in HEK cells,B,CHEMBL363458,7.28,=,nM,52.0,CHEMBL251,Homo sapiens,Ki
519,1466494,CHEMBL876372,Displacement of [3H]CGS-21680 from recombinant human adenosine A2a receptor expressed in HEK cells,B,CHEMBL186443,5.39,=,nM,4100.0,CHEMBL251,Homo sapiens,Ki
520,1466499,CHEMBL876372,Displacement of [3H]CGS-21680 from recombinant human adenosine A2a receptor expressed in HEK cells,B,CHEMBL361072,5.6,=,nM,2500.0,CHEMBL251,Homo sapiens,Ki
521,1473561,CHEMBL828281,Displacement of [3H]CGS-21680 binding to Adenosine A2 receptor expressed in CHO cells,B,CHEMBL265587,7.02,=,nM,95.2,CHEMBL251,Homo sapiens,Ki
522,1481844,CHEMBL838860,"Percent inhibition of [3H]ZM241,385 binding to human adenosine A2a receptor expressed in CHO cells at 10 uM",B,CHEMBL446698,4.41,=,nM,39000.0,CHEMBL251,Homo sapiens,Ki
523,1481956,CHEMBL838860,"Percent inhibition of [3H]ZM241,385 binding to human adenosine A2a receptor expressed in CHO cells at 10 uM",B,CHEMBL188592,5.77,=,nM,1700.0,CHEMBL251,Homo sapiens,Ki
524,1481974,CHEMBL838860,"Percent inhibition of [3H]ZM241,385 binding to human adenosine A2a receptor expressed in CHO cells at 10 uM",B,CHEMBL366216,5.21,=,nM,6100.0,CHEMBL251,Homo sapiens,Ki
525,1481977,CHEMBL838860,"Percent inhibition of [3H]ZM241,385 binding to human adenosine A2a receptor expressed in CHO cells at 10 uM",B,CHEMBL187458,5.38,=,nM,4120.0,CHEMBL251,Homo sapiens,Ki
526,1481980,CHEMBL838860,"Percent inhibition of [3H]ZM241,385 binding to human adenosine A2a receptor expressed in CHO cells at 10 uM",B,CHEMBL365026,4.34,=,nM,46000.0,CHEMBL251,Homo sapiens,Ki
527,1481983,CHEMBL838860,"Percent inhibition of [3H]ZM241,385 binding to human adenosine A2a receptor expressed in CHO cells at 10 uM",B,CHEMBL2113046,5.11,=,nM,7730.0,CHEMBL251,Homo sapiens,Ki
528,1482079,CHEMBL838860,"Percent inhibition of [3H]ZM241,385 binding to human adenosine A2a receptor expressed in CHO cells at 10 uM",B,CHEMBL363419,4.8,=,nM,16000.0,CHEMBL251,Homo sapiens,Ki
529,1482085,CHEMBL838860,"Percent inhibition of [3H]ZM241,385 binding to human adenosine A2a receptor expressed in CHO cells at 10 uM",B,CHEMBL191270,4.85,=,nM,14000.0,CHEMBL251,Homo sapiens,Ki
530,1482088,CHEMBL838860,"Percent inhibition of [3H]ZM241,385 binding to human adenosine A2a receptor expressed in CHO cells at 10 uM",B,CHEMBL188967,5.92,=,nM,1200.0,CHEMBL251,Homo sapiens,Ki
531,1482092,CHEMBL838860,"Percent inhibition of [3H]ZM241,385 binding to human adenosine A2a receptor expressed in CHO cells at 10 uM",B,CHEMBL188958,5.53,=,nM,2950.0,CHEMBL251,Homo sapiens,Ki
532,1499387,CHEMBL829686,Inhibition constant against human Adenosine A2a receptor using [3H]-SCH- 58261 as radioligand expressed in HEK cell membranes,B,CHEMBL439336,7.16,=,nM,68.5,CHEMBL251,Homo sapiens,Ki
533,1499389,CHEMBL829686,Inhibition constant against human Adenosine A2a receptor using [3H]-SCH- 58261 as radioligand expressed in HEK cell membranes,B,CHEMBL196436,7.46,=,nM,34.9,CHEMBL251,Homo sapiens,Ki
534,1499391,CHEMBL829686,Inhibition constant against human Adenosine A2a receptor using [3H]-SCH- 58261 as radioligand expressed in HEK cell membranes,B,CHEMBL194383,6.57,=,nM,270.5,CHEMBL251,Homo sapiens,Ki
535,1499393,CHEMBL829686,Inhibition constant against human Adenosine A2a receptor using [3H]-SCH- 58261 as radioligand expressed in HEK cell membranes,B,CHEMBL193761,8.17,=,nM,6.8,CHEMBL251,Homo sapiens,Ki
536,1499395,CHEMBL829686,Inhibition constant against human Adenosine A2a receptor using [3H]-SCH- 58261 as radioligand expressed in HEK cell membranes,B,CHEMBL372064,6.42,=,nM,381.0,CHEMBL251,Homo sapiens,Ki
537,1499397,CHEMBL829686,Inhibition constant against human Adenosine A2a receptor using [3H]-SCH- 58261 as radioligand expressed in HEK cell membranes,B,CHEMBL195866,7.66,=,nM,22.0,CHEMBL251,Homo sapiens,Ki
538,1499503,CHEMBL829686,Inhibition constant against human Adenosine A2a receptor using [3H]-SCH- 58261 as radioligand expressed in HEK cell membranes,B,CHEMBL371436,7.91,=,nM,12.3,CHEMBL251,Homo sapiens,Ki
539,1499505,CHEMBL829686,Inhibition constant against human Adenosine A2a receptor using [3H]-SCH- 58261 as radioligand expressed in HEK cell membranes,B,CHEMBL195410,8.11,=,nM,7.7,CHEMBL251,Homo sapiens,Ki
540,1499507,CHEMBL829686,Inhibition constant against human Adenosine A2a receptor using [3H]-SCH- 58261 as radioligand expressed in HEK cell membranes,B,CHEMBL195294,8.0,=,nM,10.0,CHEMBL251,Homo sapiens,Ki
541,1499509,CHEMBL829686,Inhibition constant against human Adenosine A2a receptor using [3H]-SCH- 58261 as radioligand expressed in HEK cell membranes,B,CHEMBL195330,7.67,=,nM,21.5,CHEMBL251,Homo sapiens,Ki
542,1499511,CHEMBL829686,Inhibition constant against human Adenosine A2a receptor using [3H]-SCH- 58261 as radioligand expressed in HEK cell membranes,B,CHEMBL424827,7.69,=,nM,20.5,CHEMBL251,Homo sapiens,Ki
543,1499513,CHEMBL829686,Inhibition constant against human Adenosine A2a receptor using [3H]-SCH- 58261 as radioligand expressed in HEK cell membranes,B,CHEMBL371615,8.35,=,nM,4.5,CHEMBL251,Homo sapiens,Ki
544,1499515,CHEMBL829686,Inhibition constant against human Adenosine A2a receptor using [3H]-SCH- 58261 as radioligand expressed in HEK cell membranes,B,CHEMBL372928,7.58,=,nM,26.0,CHEMBL251,Homo sapiens,Ki
545,1499517,CHEMBL829686,Inhibition constant against human Adenosine A2a receptor using [3H]-SCH- 58261 as radioligand expressed in HEK cell membranes,B,CHEMBL197148,8.06,=,nM,8.7,CHEMBL251,Homo sapiens,Ki
546,1499519,CHEMBL829686,Inhibition constant against human Adenosine A2a receptor using [3H]-SCH- 58261 as radioligand expressed in HEK cell membranes,B,CHEMBL372475,8.55,=,nM,2.8,CHEMBL251,Homo sapiens,Ki
547,1499521,CHEMBL829686,Inhibition constant against human Adenosine A2a receptor using [3H]-SCH- 58261 as radioligand expressed in HEK cell membranes,B,CHEMBL195543,8.2,=,nM,6.3,CHEMBL251,Homo sapiens,Ki
548,1499526,CHEMBL829686,Inhibition constant against human Adenosine A2a receptor using [3H]-SCH- 58261 as radioligand expressed in HEK cell membranes,B,CHEMBL193414,8.15,=,nM,7.1,CHEMBL251,Homo sapiens,Ki
549,1499528,CHEMBL829686,Inhibition constant against human Adenosine A2a receptor using [3H]-SCH- 58261 as radioligand expressed in HEK cell membranes,B,CHEMBL193613,8.25,=,nM,5.6,CHEMBL251,Homo sapiens,Ki
550,1499530,CHEMBL829686,Inhibition constant against human Adenosine A2a receptor using [3H]-SCH- 58261 as radioligand expressed in HEK cell membranes,B,CHEMBL195364,8.85,=,nM,1.4,CHEMBL251,Homo sapiens,Ki
551,1499631,CHEMBL829686,Inhibition constant against human Adenosine A2a receptor using [3H]-SCH- 58261 as radioligand expressed in HEK cell membranes,B,CHEMBL195503,8.51,=,nM,3.1,CHEMBL251,Homo sapiens,Ki
552,1516866,CHEMBL828979,Displacement of [3H]CGS-21680 binding to adenosine A2A receptors of bovine striatal membranes,B,CHEMBL2113642,5.5,=,nM,3200.0,CHEMBL251,Homo sapiens,Ki
553,1516880,CHEMBL828979,Displacement of [3H]CGS-21680 binding to adenosine A2A receptors of bovine striatal membranes,B,CHEMBL2113608,5.56,=,nM,2780.0,CHEMBL251,Homo sapiens,Ki
554,1516898,CHEMBL828979,Displacement of [3H]CGS-21680 binding to adenosine A2A receptors of bovine striatal membranes,B,CHEMBL2113640,5.4,=,nM,4000.0,CHEMBL251,Homo sapiens,Ki
555,1517280,CHEMBL828979,Displacement of [3H]CGS-21680 binding to adenosine A2A receptors of bovine striatal membranes,B,CHEMBL194031,5.9,=,nM,1260.0,CHEMBL251,Homo sapiens,Ki
556,1517292,CHEMBL841788,Binding affinity for human adenosine A2a receptor subtype expressed in CHO cells,B,CHEMBL363807,5.64,=,nM,2300.0,CHEMBL251,Homo sapiens,Ki
557,1518355,CHEMBL829833,Inhibition of [3H]-CGS- 21680 binding to human Adenosine A2A receptor expressed in CHO cells,B,CHEMBL193385,5.85,=,nM,1400.0,CHEMBL251,Homo sapiens,Ki
558,1518361,CHEMBL829833,Inhibition of [3H]-CGS- 21680 binding to human Adenosine A2A receptor expressed in CHO cells,B,CHEMBL191809,6.4,=,nM,400.0,CHEMBL251,Homo sapiens,Ki
559,1518367,CHEMBL829833,Inhibition of [3H]-CGS- 21680 binding to human Adenosine A2A receptor expressed in CHO cells,B,CHEMBL193421,5.6,=,nM,2500.0,CHEMBL251,Homo sapiens,Ki
560,1518373,CHEMBL829833,Inhibition of [3H]-CGS- 21680 binding to human Adenosine A2A receptor expressed in CHO cells,B,CHEMBL331382,6.12,=,nM,760.0,CHEMBL251,Homo sapiens,Ki
561,1518379,CHEMBL829833,Inhibition of [3H]-CGS- 21680 binding to human Adenosine A2A receptor expressed in CHO cells,B,CHEMBL364671,5.64,=,nM,2300.0,CHEMBL251,Homo sapiens,Ki
562,1518491,CHEMBL829833,Inhibition of [3H]-CGS- 21680 binding to human Adenosine A2A receptor expressed in CHO cells,B,CHEMBL193692,6.29,=,nM,510.0,CHEMBL251,Homo sapiens,Ki
563,1518509,CHEMBL829833,Inhibition of [3H]-CGS- 21680 binding to human Adenosine A2A receptor expressed in CHO cells,B,CHEMBL417292,6.07,=,nM,860.0,CHEMBL251,Homo sapiens,Ki
564,1518515,CHEMBL829833,Inhibition of [3H]-CGS- 21680 binding to human Adenosine A2A receptor expressed in CHO cells,B,CHEMBL27809,5.8,=,nM,1600.0,CHEMBL251,Homo sapiens,Ki
565,1518630,CHEMBL829833,Inhibition of [3H]-CGS- 21680 binding to human Adenosine A2A receptor expressed in CHO cells,B,CHEMBL280580,5.21,=,nM,6200.0,CHEMBL251,Homo sapiens,Ki
566,1518636,CHEMBL829833,Inhibition of [3H]-CGS- 21680 binding to human Adenosine A2A receptor expressed in CHO cells,B,CHEMBL27376,6.11,=,nM,784.0,CHEMBL251,Homo sapiens,Ki
567,1518642,CHEMBL829833,Inhibition of [3H]-CGS- 21680 binding to human Adenosine A2A receptor expressed in CHO cells,B,CHEMBL2368455,5.89,=,nM,1300.0,CHEMBL251,Homo sapiens,Ki
568,1523511,CHEMBL829986,"Displacement of [3H]ZM-241,385 from human adenosine A2a receptors transfected in HEK 293 cells",B,CHEMBL1161797,5.25,=,nM,5610.0,CHEMBL251,Homo sapiens,Ki
569,1523515,CHEMBL829986,"Displacement of [3H]ZM-241,385 from human adenosine A2a receptors transfected in HEK 293 cells",B,CHEMBL195140,5.7,=,nM,2020.0,CHEMBL251,Homo sapiens,Ki
570,1523519,CHEMBL829986,"Displacement of [3H]ZM-241,385 from human adenosine A2a receptors transfected in HEK 293 cells",B,CHEMBL193977,5.59,=,nM,2570.0,CHEMBL251,Homo sapiens,Ki
571,1523523,CHEMBL829986,"Displacement of [3H]ZM-241,385 from human adenosine A2a receptors transfected in HEK 293 cells",B,CHEMBL365172,5.38,=,nM,4160.0,CHEMBL251,Homo sapiens,Ki
572,1523531,CHEMBL829986,"Displacement of [3H]ZM-241,385 from human adenosine A2a receptors transfected in HEK 293 cells",B,CHEMBL2113094,5.45,=,nM,3580.0,CHEMBL251,Homo sapiens,Ki
573,1523640,CHEMBL829986,"Displacement of [3H]ZM-241,385 from human adenosine A2a receptors transfected in HEK 293 cells",B,CHEMBL372182,5.57,=,nM,2700.0,CHEMBL251,Homo sapiens,Ki
574,1523644,CHEMBL829986,"Displacement of [3H]ZM-241,385 from human adenosine A2a receptors transfected in HEK 293 cells",B,CHEMBL2115302,5.57,=,nM,2700.0,CHEMBL251,Homo sapiens,Ki
575,1523648,CHEMBL829986,"Displacement of [3H]ZM-241,385 from human adenosine A2a receptors transfected in HEK 293 cells",B,CHEMBL2113095,6.46,=,nM,349.0,CHEMBL251,Homo sapiens,Ki
